"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 156 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\Final Project.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 156 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 171 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 173 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 186 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 197 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 197 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 208 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 240 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 36 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 36 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 36 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 37 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 38 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 39 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 41 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 41 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 41 MB."
"Message",Normal,"Running 'GetType' transform, heap at 41 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 42 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 42 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 45 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 48 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 48 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 54 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 55 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 60 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 60 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 60 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 60 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 66 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 66 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 67 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 67 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 67 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 67 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 67 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 67 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 67 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 69 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 96 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  3267 |        131 | Analysis"
"Message",Normal,"  1048 |          0 | GenerateCodeAndCompile"
"Message",Normal,"   425 |        -30 | Mcg"
"Message",Normal,"   314 |         15 | ReducedCopyInitialize"
"Message",Normal,"   284 |         20 | WriteAssemblies"
"Message",Normal,"   179 |         32 | ReducedCopyComplete"
"Message",Normal,"   178 |         27 | Reducer"
"Message",Normal,"   118 |         17 | DumpNativeResources"
"Message",Normal,"    69 |         13 | ReducedCopyPopulateTypes"
"Message",Normal,"    55 |       -204 | ReducedCopyCleanup"
"Message",Normal,"    51 |         11 | ReducedCopyLateMetadata"
"Message",Normal,"    48 |         11 | ReducedCopyMethodBodies"
"Message",Normal,"    38 |          6 | CreateMetadata"
"Message",Normal,"    21 |          1 | McgRedirect"
"Message",Normal,"    20 |          2 | McgTypeOf"
"Message",Normal,"    19 |          6 | StaticInitData"
"Message",Normal,"    18 |          5 | LazyGenerics"
"Message",Normal,"    18 |          3 | TypeofTypeHandle"
"Message",Normal,"    11 |          1 | McgRedirect"
"Message",Normal,"     9 |          1 | SaveRVAStatics"
"Message",Normal,"     7 |          0 | ResourceExtractor"
"Message",Normal,"     6 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     4 |          2 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     4 |          0 | McgFixups"
"Message",Normal,"     4 |          3 | ResourceManagerCtor"
"Message",Normal,"     4 |          1 | GetType"
"Message",Normal,"     2 |          0 | ScrubOpenCalls"
"Message",Normal,"     2 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     2 |          1 | McgAccessor"
"Message",Normal,"     1 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ReflectionIntrinsics"
"Message",Normal,"     1 |          1 | Delegate"
"Message",Normal,"     0 |          0 | Attribute"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 869 methods."
"Message",Low,"Scanning 2397 methods."
"Message",Low,"Scanning 1107 methods."
"Message",Low,"Scanning 353 methods."
"Message",Low,"Scanning 189 methods."
"Message",Low,"Scanning 101 methods."
"Message",Low,"Scanning 59 methods."
"Message",Low,"Scanning 91 methods."
"Message",Low,"Scanning 25 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 5314 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   2263"
"Message",Low,"Metadata blob size:          120172"
"Message",Low,"Method RVA - token map size: 18104"
"Message",Low,"Total native size:           138276"
"Message",Low,"Successfully generated 'C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\nutc_driver.exe @""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |     2125 |     2125 |     2109 |     2125 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       2125 ms"
"Message",Normal,"System time per command: 2125 ms"
"Message",Normal,"Total duration:          2109 ms"
"Message",Normal,"Total lifetime:          2125 ms"
"Message",Normal,"Requested DOP:           24"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.22621.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       31 |       47 |       47 |       16 |       47 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       47 ms"
"Message",Normal,"System time per command: 47 ms"
"Message",Normal,"Total duration:          16 ms"
"Message",Normal,"Total lifetime:          47 ms"
"Message",Normal,"Requested DOP:           24"
"Message",Normal,"Duration DOP:            0.3"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\ILTransformed\Final Project.res' at offset 0."
"Message",Normal," Added 'C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1416."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\rhbindargs.Final Project.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.mdilexe"
"Message",Low,"MDILPDB: C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.mdilpdb"
"Message",Low,"IL: C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\MDIL\Final Project.ilexe"
"Message",Low,"NI: C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\Native\Final Project.dll"
"Message",Low,"SHIM: C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\Native\Final Project.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\Native\Final Project.pdb"
"Message",Low,"Produced C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\Native\Final Project.dll in 0.259 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\rhbind.exe @""C:\Users\nyleb\Downloads\school\Software\Final Project\obj\x64\Release\ilc\intermediate\rhbindargs.Final Project.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |      281 |      281 |      266 |      281 | [0] rhbind Final Project"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       281 ms"
"Message",Normal,"System time per command: 281 ms"
"Message",Normal,"Total duration:          266 ms"
"Message",Normal,"Total lifetime:          281 ms"
"Message",Normal,"Requested DOP:           24"
"Message",Normal,"Duration DOP:            0.9"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
